[SYS] 2026/01/21 - 01:24:19 | initializing token encoders 
[SYS] 2026/01/21 - 02:07:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:07:20 | syncing options from database 
[SYS] 2026/01/21 - 02:07:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:07:21 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:07:23 | 20260121020723357375445HwLFPxp | 200 |    1.248549ms |   185.12.59.118 |     GET /
[SYS] 2026/01/21 - 02:07:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:07:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:07:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:07:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:08:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:08:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:08:20 | syncing options from database 
[SYS] 2026/01/21 - 02:08:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:08:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:08:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:08:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:08:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:08:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:09:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:09:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:09:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:09:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:09:20 | syncing options from database 
[SYS] 2026/01/21 - 02:09:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:09:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:09:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:09:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:09:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:09:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:10:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:10:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:10:20 | syncing options from database 
[SYS] 2026/01/21 - 02:10:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:10:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:10:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:10:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:10:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:10:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:11:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:11:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:11:20 | syncing options from database 
[SYS] 2026/01/21 - 02:11:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:11:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:11:33 | downloading from origin: https://***.site/***/***/***, reason: get_mime_type, token_counter 
[INFO] 2026/01/21 - 02:11:33 | 20260121021133774236891MHPIW367 | 用户 1 额度充足且为无限额度令牌, 信任且不需要预扣费 
[SYS] 2026/01/21 - 02:11:35 | downloading from origin: https://***.site/***/***/***, reason: get_mime_type, token_counter 
[INFO] 2026/01/21 - 02:11:35 | 20260121021135904882946NSSRccRq | 用户 1 额度充足且为无限额度令牌, 信任且不需要预扣费 
[SYS] 2026/01/21 - 02:11:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:11:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:11:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:11:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:12:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:12:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:12:20 | syncing options from database 
[INFO] 2026/01/21 - 02:12:21 | 20260121021133774236891MHPIW367 | streaming finished 
[INFO] 2026/01/21 - 02:12:21 | 20260121021133774236891MHPIW367 | 预扣费后补扣费：＄0.006582（实际消耗：＄0.006582，预扣费：＄0.000000） 
[SYS] 2026/01/21 - 02:12:21 | 任务进度轮询开始 
[INFO] 2026/01/21 - 02:12:21 | 20260121021133774236891MHPIW367 | record consume log: userId=1, params={"channel_id":8,"prompt_tokens":178,"completion_tokens":636,"model_name":"gemini-2.5-pro","token_name":"vip","quota":3291,"content":"","token_id":1,"use_time_seconds":48,"is_stream":true,"group":"default","other":{"admin_info":{"local_count_tokens":true,"use_channel":["8"]},"cache_ratio":1,"cache_tokens":0,"completion_ratio":8,"frt":43020,"group_ratio":1,"model_price":-1,"model_ratio":0.625,"request_path":"/v1/chat/completions","user_group_ratio":-1}} 
[GIN] 2026/01/21 - 02:12:21 | 20260121021133774236891MHPIW367 | 200 | 47.687885986s |  154.36.184.141 |    POST /v1/chat/completions
[SYS] 2026/01/21 - 02:12:21 | 任务进度轮询完成 
[INFO] 2026/01/21 - 02:12:31 | 20260121021135904882946NSSRccRq | streaming finished 
[INFO] 2026/01/21 - 02:12:31 | 20260121021135904882946NSSRccRq | 预扣费后补扣费：＄0.006582（实际消耗：＄0.006582，预扣费：＄0.000000） 
[INFO] 2026/01/21 - 02:12:31 | 20260121021135904882946NSSRccRq | record consume log: userId=1, params={"channel_id":9,"prompt_tokens":178,"completion_tokens":636,"model_name":"gemini-2.5-pro","token_name":"vip","quota":3291,"content":"","token_id":1,"use_time_seconds":56,"is_stream":true,"group":"default","other":{"admin_info":{"local_count_tokens":true,"use_channel":["9"]},"cache_ratio":1,"cache_tokens":0,"completion_ratio":8,"frt":52203,"group_ratio":1,"model_price":-1,"model_ratio":0.625,"request_path":"/v1/chat/completions","user_group_ratio":-1}} 
[GIN] 2026/01/21 - 02:12:31 | 20260121021135904882946NSSRccRq | 200 | 55.258688741s |  154.36.184.141 |    POST /v1/chat/completions
[SYS] 2026/01/21 - 02:12:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:12:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:12:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:12:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:13:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:13:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:13:20 | syncing options from database 
[SYS] 2026/01/21 - 02:13:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:13:21 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:13:24 | 20260121021324106762982d0QnRMom | 200 |    1.072044ms |   43.133.14.237 |     GET /
[SYS] 2026/01/21 - 02:13:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:13:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:13:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:13:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:14:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:14:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:14:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:14:20 | 保存数据看板数据成功，共保存1条数据 
[SYS] 2026/01/21 - 02:14:20 | syncing options from database 
[SYS] 2026/01/21 - 02:14:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:14:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:14:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:14:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:14:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:14:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:15:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:15:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:15:20 | syncing options from database 
[SYS] 2026/01/21 - 02:15:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:15:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:15:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:15:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:15:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:15:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:16:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:16:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:16:20 | syncing options from database 
[SYS] 2026/01/21 - 02:16:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:16:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:16:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:16:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:16:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:16:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:17:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:17:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:17:20 | syncing options from database 
[SYS] 2026/01/21 - 02:17:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:17:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:17:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:17:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:17:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:17:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:18:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:18:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:18:20 | syncing options from database 
[SYS] 2026/01/21 - 02:18:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:18:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:18:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:18:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:18:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:18:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:19:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:19:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:19:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:19:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:19:20 | syncing options from database 
[SYS] 2026/01/21 - 02:19:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:19:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:19:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:19:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:19:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:19:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:20:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:20:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:20:20 | syncing options from database 
[SYS] 2026/01/21 - 02:20:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:20:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:20:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:20:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:20:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:20:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:21:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:21:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:21:20 | syncing options from database 
[SYS] 2026/01/21 - 02:21:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:21:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:21:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:21:36 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:21:41 | 20260121022141112918931dIVLvl9E | 200 |     433.999µs |  102.204.223.95 |    POST /
[SYS] 2026/01/21 - 02:21:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:21:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:22:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:22:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:22:20 | syncing options from database 
[SYS] 2026/01/21 - 02:22:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:22:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:22:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:22:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:22:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:22:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:23:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:23:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:23:20 | syncing options from database 
[SYS] 2026/01/21 - 02:23:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:23:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:23:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:23:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:23:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:23:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:24:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:24:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:24:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:24:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:24:20 | syncing options from database 
[SYS] 2026/01/21 - 02:24:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:24:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:24:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:24:36 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:24:50 | 20260121022450929855352glGup93K | 200 |    1.542141ms |   178.16.55.170 |     GET /
[SYS] 2026/01/21 - 02:24:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:24:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:25:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:25:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:25:20 | syncing options from database 
[SYS] 2026/01/21 - 02:25:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:25:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:25:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:25:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:25:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:25:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:26:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:26:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:26:20 | syncing options from database 
[SYS] 2026/01/21 - 02:26:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:26:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:26:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:26:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:26:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:26:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:27:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:27:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:27:20 | syncing options from database 
[SYS] 2026/01/21 - 02:27:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:27:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:27:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:27:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:27:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:27:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:28:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:28:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:28:20 | syncing options from database 
[SYS] 2026/01/21 - 02:28:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:28:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:28:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:28:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:28:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:28:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:29:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:29:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:29:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:29:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:29:20 | syncing options from database 
[SYS] 2026/01/21 - 02:29:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:29:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:29:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:29:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:29:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:29:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:30:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:30:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:30:20 | syncing options from database 
[SYS] 2026/01/21 - 02:30:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:30:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:30:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:30:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:30:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:30:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:31:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:31:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:31:20 | syncing options from database 
[SYS] 2026/01/21 - 02:31:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:31:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:31:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:31:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:31:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:31:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:32:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:32:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:32:20 | syncing options from database 
[SYS] 2026/01/21 - 02:32:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:32:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:32:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:32:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:32:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:32:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:33:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:33:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:33:20 | syncing options from database 
[SYS] 2026/01/21 - 02:33:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:33:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:33:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:33:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:33:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:33:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:34:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:34:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:34:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:34:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:34:20 | syncing options from database 
[SYS] 2026/01/21 - 02:34:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:34:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:34:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:34:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:34:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:34:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:35:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:35:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:35:20 | syncing options from database 
[SYS] 2026/01/21 - 02:35:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:35:21 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:35:23 | 20260121023523934860364kZhXsaJp | 200 |    1.747254ms | 193.142.147.209 |    POST /
[SYS] 2026/01/21 - 02:35:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:35:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:35:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:35:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:36:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:36:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:36:20 | syncing options from database 
[SYS] 2026/01/21 - 02:36:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:36:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:36:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:36:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:36:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:36:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:37:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:37:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:37:20 | syncing options from database 
[SYS] 2026/01/21 - 02:37:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:37:21 | 任务进度轮询完成 
[GIN] 2026/01/21 - 02:37:34 | 202601210237345735684542pufNph2 | 200 |     249.603µs |   64.89.163.218 |     GET /
[SYS] 2026/01/21 - 02:37:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:37:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:37:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:37:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:38:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:38:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:38:20 | syncing options from database 
[SYS] 2026/01/21 - 02:38:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:38:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:38:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:38:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:38:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:38:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:39:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:39:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:39:20 | 正在更新数据看板数据... 
[SYS] 2026/01/21 - 02:39:20 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/21 - 02:39:20 | syncing options from database 
[SYS] 2026/01/21 - 02:39:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:39:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:39:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:39:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:39:51 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:39:51 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:40:06 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:40:06 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:40:20 | syncing options from database 
[SYS] 2026/01/21 - 02:40:21 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:40:21 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:40:36 | 任务进度轮询开始 
[SYS] 2026/01/21 - 02:40:36 | 任务进度轮询完成 
[SYS] 2026/01/21 - 02:40:51 | 任务进度轮询开始 
